old_sentence,new_sentence,modify_type
"The man is intimately connected with the whole program, and this is very deliberate -- and very unusual.","""The ship is specifically equipped to intercept missiles fired from the ground.",3
"Scott MacDonald: So, as the videos from North Korea end, when they go into the clouds, we're able to represent the entire flight of the missile by putting this into a digital representation.",” (Emphasis added).,3
"The base continued operations even after the Cold War was over, but was shut down in 1995.",They will hit radical Islamic terrorists harder and faster than ever.,3
With its capability to deliver a megaton-class nuclear warhead the rocket provided a capability to attack strategic targets at medium ranges.,"""And we are ready every minute of every day to respond to any event that comes out of North Korea.",3
"Even though the Cold War is over, modern Russia still has its fair share of secrets.","On Monday, Russian Senator Viktor Ozerov, chair of the upper house Defense and Security Committee, said Russia will be forced to deploy ballistic missiles in Kaliningrad, responding to the threat posed by US cruise missiles recently sent to Poland and Romania.",3
This is a throwback from the Cold War Soviet Union that the country was once a part of.,military conducted another show of force for North Korea today as long-range B-1 bombers flew a nighttime mission over the Sea of Japan accompanied by Japanese and South Korean fighter aircraft.,3
"Trump will look to use South Korea trip to strengthen Washington's alliance with Seoul and reaffirm joint push to maximize pressure on North Korea over its nuclear program, but will also be faced with several thorny issuesThe Trump administration is seeking nearly $6 billion for urgent missile defense improvements to counter the nuclear threat from North Korea, increased U.","The landmark nuclear deal between Iran and world powers, however, does not include provisions preventing Iran from conducting ballistic missile tests, andIran claims the tests are legitimate because they are not designed to carry a nuclear warhead.",3
【Terminal High Altitude Area Defense】,"”The center, which is fortified and said to sit on top of a maze of underground tunnels, is on the Frunze Naberezhnaya on the left bank of the Moscow river, a little over two miles from Red Square.",3
Here's what to know about each of the tests that have already occurred this year.,His warning came as analysts said North Korea may be preparing for a sixth nuclear test ahead of a key anniversary in the country and following the deployment of a US naval strike group to the region.,3
"11 In February, North Korea successfully tested a land-based KN-15 missile, a new solid-fuel intermediate-range missile, which traveled 310A U.","More important, by effectively treating the subject as a laughing matter, it had the unintended consequence of obscuring Brumfiel's main point: The threat of EMP attacks may be real, but North Korea, in particular, is most likely not capable of such an attack in the near future.",3
"The rogue nation called the terror designation a ""serious provocation"" that justifies its development of nuclear weapons.",North Korea and the U.,3
", along with Western nations and Japan, will be looking to increase pressure with tougher sanctions as a last resort to diplomatic and economic measures, CBS News' Pamela Falk reports.",The Soviet plan is eloquent testimony to this dangerous illusion.,3
Diplomats now say the U.,"-Korea Institute at Johns Hopkins University’s School of Advanced International Studies in Washington predicted in February that North Korea’s nuclear weapons stockpile could grow to 20, 50 or 100 bombs within five years, from an estimated 10-16 weapons at that time.",3
Mission to the U.,As North Korea conducts more frequent missile tests nervous people in the U.,3
Both fighter jets outmatch anything in North Korea’s arsenal and could win most of the war against Kim by themselves.,"""We even had atomic demolition munitions,"" said Philip Coyle, the Pentagon's top weapons tester in the 1990s, who also managed nuclear weapons programs at the Department of Energy.",3
"12,000 US troopsand at least 4,000 from Seoul will take part in the drill which kicks off on Sunday as the US and South Korea rehearse for battle with Pyongyang.",military possesses in just a single blow.,3
"It is designed to ensure peace and security on the Korean Peninsula, and reaffirms the U.",【TRUMP FIRES BACK: US Shoots Down Test Missile in Show of Force - Info Media】,3
